Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.74	0.159	0.21
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.79	0.176	0.22
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.75	0.161	0.21
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.76	0.240	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.9	0.75	0.235	0.31
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.77	0.251	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.76	0.162	0.21
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.78	0.172	0.22
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.78	0.240	0.31
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.79	0.247	0.31
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.81	0.252	0.31
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.80	0.181	0.23
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.76	0.162	0.21
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.76	0.228	0.30
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.77	0.234	0.30
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.77	0.163	0.21
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.81	0.177	0.22
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.81	0.261	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.83	0.261	0.31
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.83	0.186	0.22
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.79	0.168	0.21
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.79	0.234	0.30
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.80	0.237	0.30
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.80	0.169	0.21
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.84	0.192	0.23
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.89	0.421	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.89	0.392	0.44
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.81	0.257	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.79	0.250	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.79	0.250	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.80	0.255	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.80	0.256	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.80	0.260	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.80	0.253	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.80	0.252	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.81	0.257	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.81	0.264	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.81	0.269	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.80	0.265	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.80	0.267	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.82	0.280	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.82	0.278	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.82	0.280	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.83	0.282	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.83	0.290	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.83	0.288	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.82	0.286	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.83	0.289	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.85	0.327	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.85	0.325	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.82	0.268	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.82	0.269	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.82	0.261	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.82	0.263	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.82	0.262	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.83	0.271	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.83	0.271	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.84	0.284	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.84	0.281	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.83	0.276	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.83	0.280	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.84	0.311	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.84	0.308	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.85	0.310	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.85	0.309	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.85	0.332	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.85	0.328	0.38
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.4	0.87	0.348	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.4	0.86	0.345	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.4	0.84	0.299	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.4	0.84	0.298	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.4	0.85	0.303	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.4	0.84	0.304	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.3	0.85	0.303	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.3	0.84	0.305	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.3	0.85	0.309	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.3	0.85	0.310	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.3	0.87	0.351	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.3	0.87	0.350	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.3	0.87	0.346	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.3	0.87	0.349	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.4	0.86	0.345	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.4	0.87	0.349	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.2	0.88	0.386	0.44
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.2	0.88	0.382	0.43
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.2	0.88	0.377	0.43
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.2	0.86	0.321	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.2	0.86	0.325	0.38
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.2	0.86	0.326	0.38
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.2	0.86	0.326	0.38
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.85	0.324	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.85	0.321	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.76	0.241	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.76	0.247	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.77	0.251	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.77	0.248	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.78	0.253	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.77	0.246	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.77	0.248	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.78	0.253	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.79	0.262	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.79	0.260	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.78	0.255	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.78	0.255	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.80	0.273	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.79	0.272	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.80	0.275	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.80	0.279	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.81	0.286	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.81	0.286	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.80	0.283	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.80	0.283	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.83	0.321	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.82	0.320	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.78	0.250	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.79	0.255	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.79	0.262	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.79	0.260	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.80	0.265	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.79	0.256	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.80	0.259	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.81	0.258	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.81	0.265	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.81	0.275	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.80	0.273	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.80	0.274	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.82	0.303	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.82	0.302	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.82	0.304	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.83	0.308	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.84	0.328	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.83	0.322	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.85	0.342	0.40
