Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.87	0.349	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.87	0.350	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.87	0.441	0.50
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.87	0.374	0.43
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.77	0.277	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.78	0.283	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.79	0.334	0.42
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.78	0.329	0.42
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.80	0.351	0.44
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.79	0.293	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.80	0.306	0.38
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.81	0.364	0.45
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.82	0.368	0.45
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.81	0.314	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.83	0.351	0.42
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.80	0.285	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.80	0.296	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.81	0.358	0.44
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.81	0.348	0.43
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.82	0.369	0.45
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.81	0.307	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.82	0.334	0.41
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.83	0.391	0.47
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.84	0.409	0.49
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.86	0.427	0.50
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.85	0.366	0.43
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.83	0.324	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.83	0.379	0.45
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.84	0.387	0.46
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.83	0.333	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.86	0.369	0.43
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.86	0.425	0.49
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.88	0.455	0.52
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.87	0.410	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.85	0.351	0.41
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.86	0.400	0.47
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.86	0.403	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.86	0.361	0.42
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.88	0.420	0.48
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.88	0.471	0.53
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.89	0.514	0.58
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.89	0.450	0.50
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.89	0.416	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0	0.90	0.422	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0	0.90	0.423	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0	0.88	0.351	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0	0.88	0.351	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0	0.88	0.354	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0	0.88	0.353	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0	0.90	0.426	0.47
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0	0.90	0.426	0.47
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.1	0.89	0.400	0.45
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.89	0.399	0.45
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.87	0.339	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.87	0.333	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.1	0.86	0.335	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.1	0.87	0.338	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.87	0.409	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.87	0.359	0.41
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.9	0.80	0.281	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.80	0.287	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.81	0.346	0.43
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.9	0.81	0.341	0.42
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.82	0.357	0.44
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.81	0.298	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.82	0.308	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.83	0.371	0.45
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.84	0.378	0.45
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.83	0.313	0.38
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.85	0.358	0.42
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.9	0.82	0.294	0.36
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.83	0.304	0.37
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.8	0.84	0.359	0.43
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.9	0.83	0.351	0.42
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.84	0.374	0.44
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.7	0.83	0.311	0.37
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.85	0.342	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.6	0.85	0.407	0.48
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.5	0.86	0.426	0.50
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.87	0.436	0.50
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.87	0.362	0.42
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.84	0.327	0.39
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.4	0.85	0.389	0.46
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.85	0.397	0.47
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.85	0.335	0.40
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.87	0.374	0.43
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.3	0.87	0.432	0.49
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.89	0.459	0.52
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.88	0.400	0.45
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.86	0.343	0.40
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.2	0.86	0.402	0.47
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0	0.88	0.458	0.52
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0	0.88	0.379	0.43
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0	0.90	0.443	0.49
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0	0.90	0.517	0.57
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.89	0.476	0.53
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.2	0.88	0.385	0.44
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.1	0.89	0.398	0.45
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.1	0.90	0.413	0.46
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.1	0.90	0.411	0.46
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.9	0.85	0.270	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.9	0.82	0.261	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.9	0.82	0.264	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.8	0.83	0.268	0.32
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.8	0.83	0.267	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.8	0.83	0.272	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.9	0.83	0.266	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.9	0.83	0.269	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.8	0.83	0.273	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.7	0.84	0.282	0.34
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.7	0.84	0.281	0.34
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.7	0.83	0.276	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.7	0.83	0.278	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.6	0.84	0.293	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.6	0.84	0.291	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.6	0.85	0.295	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.6	0.85	0.293	0.35
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.5	0.85	0.304	0.36
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.5	0.85	0.302	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.5	0.85	0.297	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.5	0.85	0.300	0.35
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.5	0.87	0.340	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.5	0.87	0.340	0.39
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.8	0.85	0.280	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.8	0.85	0.283	0.33
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.9	0.85	0.274	0.32
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.9	0.85	0.280	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.9	0.85	0.278	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=32_TestRect=0.8	0.86	0.286	0.33
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=1_SearchRange=8_TestRect=0.8	0.86	0.289	0.34
